filename,class,xmin,ymin,xmax,ymax,trackid
Pipstrel-Virus_Bodensee_2018-02-13_15-41-12.jpg,nature,763,1709,997,1988,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-12.jpg,nature,1004,1688,1039,1723,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-12.jpg,nature,1101,1639,1136,1674,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-12.jpg,nature,1320,1562,1364,1610,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-12.jpg,nature,1315,1475,1352,1510,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-12.jpg,nature,2533,1085,2569,1120,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-12.jpg,nature,2571,1054,2606,1089,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,boat,2340,174,2361,201,1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,undefObj,588,890,595,896,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,undefObj,820,1120,825,1124,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,undefObj,903,1395,910,1402,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,undefObj,218,1119,224,1124,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,undefObj,547,776,555,783,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,undefObj,647,748,654,755,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,undefObj,233,1382,240,1389,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,nature,831,2132,894,2184,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,nature,685,1686,904,1897,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,nature,981,1584,1018,1620,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,nature,1242,1500,1299,1558,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,nature,1187,1490,1236,1539,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,nature,1244,1429,1331,1493,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-13.jpg,nature,1279,1391,1314,1426,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,boat,2359,3,2385,28,1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,undefObj,2437,294,2444,300,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,3006,2417,3041,2452,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,971,2166,1006,2205,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,737,1826,774,1862,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,778,1783,813,1818,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,1052,1703,1095,1742,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,1010,1666,1045,1701,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,760,1663,835,1747,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,1044,1483,1159,1689,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,1211,1438,1296,1516,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,1269,1392,1304,1427,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,265,1186,307,1227,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,254,920,297,962,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,834,906,875,945,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-14.jpg,nature,603,676,642,714,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,1459,2374,1496,2411,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,3214,2371,3249,2406,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,860,2194,898,2232,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,809,2131,853,2175,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,987,1614,1030,1670,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,1341,1476,1377,1511,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,998,1309,1039,1348,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,994,1273,1029,1308,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,989,1235,1024,1270,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,1032,1198,1121,1267,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,966,1192,1001,1227,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,1303,1077,1370,1165,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,1422,1050,1488,1118,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,1355,1030,1407,1110,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,156,934,198,974,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,152,664,187,699,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,2399,585,2436,620,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,488,409,530,450,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,426,286,467,328,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,528,267,571,309,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-15.jpg,nature,2649,237,2684,272,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,3240,2279,3276,2315,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,835,2249,870,2284,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,852,2139,889,2178,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,2275,2087,2310,2122,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,3224,2008,3259,2043,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,835,1949,874,1986,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,1686,1805,1721,1842,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,1791,1728,1826,1763,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,1303,1271,1387,1325,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,1239,1098,1274,1133,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,980,1032,1021,1072,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,1395,971,1483,1045,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,1342,846,1385,889,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,98,545,139,587,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,811,479,853,520,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,1596,301,1652,339,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,96,268,138,309,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,645,227,687,269,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-18.jpg,nature,1832,219,1867,254,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,1500,2271,1546,2339,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,1562,2208,1628,2290,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,2575,2003,2644,2112,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,2491,1950,2526,1985,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,2640,1869,2675,1907,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,2734,1864,2769,1899,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,1801,1396,1836,1431,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,1764,170,1807,213,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,1808,133,1860,194,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,1916,123,1951,158,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-20.jpg,nature,1863,115,1899,151,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,2160,2437,2195,2464,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,2163,2336,2207,2413,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,1062,2215,1183,2354,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,971,2143,1017,2204,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,2445,2093,2480,2128,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,2429,1912,2557,2069,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,1635,1581,1670,1616,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,1637,1541,1672,1576,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,1529,906,1564,941,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,1469,889,1507,928,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,1152,384,1189,424,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-21.jpg,nature,1555,352,1591,390,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,726,2426,761,2461,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1127,2389,1164,2432,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,729,2378,765,2414,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1071,2363,1107,2399,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,967,2304,1002,2339,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1170,2301,1206,2337,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1007,2292,1042,2327,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1008,2255,1043,2290,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1182,2250,1218,2286,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,994,2164,1034,2215,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1042,2146,1106,2228,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,2482,2080,2517,2115,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1048,2073,1083,2108,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1089,2061,1189,2142,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,2403,1915,2571,2051,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,2451,1892,2486,1928,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,2823,1741,2858,1776,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-22.jpg,nature,1044,262,1079,297,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,1483,2435,1520,2464,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,1249,2429,1286,2464,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,1618,2392,1653,2427,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,2105,2352,2141,2396,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,1044,2254,1079,2289,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,1048,2196,1085,2233,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,911,2173,948,2208,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,973,2163,1008,2198,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,1009,2003,1044,2038,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,1049,1978,1085,2013,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-23.jpg,nature,916,1943,1022,2131,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1500,2403,1541,2464,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1513,2349,1606,2438,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1779,2311,1814,2346,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1347,2296,1384,2332,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1551,2248,1586,2287,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,2049,2241,2084,2276,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1378,2199,1413,2234,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,2130,2170,2171,2211,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,904,2163,939,2198,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1751,2099,1786,2134,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1696,2086,1731,2121,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1117,2062,1154,2098,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1467,2049,1525,2104,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1670,2022,1705,2057,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,930,2008,965,2043,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,963,1970,1068,2144,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1034,1871,1097,1945,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-25.jpg,nature,1098,1838,1173,1884,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1943,2313,1978,2349,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1622,2283,1657,2318,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1470,2265,1505,2300,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1674,2230,1767,2301,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1473,2199,1512,2238,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1948,2175,1984,2211,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1654,2151,1689,2186,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,2222,2031,2257,2066,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1219,2030,1256,2066,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1834,1992,1869,2027,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1071,1961,1107,1997,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1379,1960,1418,1995,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1088,1843,1152,1936,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1113,1758,1148,1793,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1070,1617,1106,1652,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1088,1577,1125,1613,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,2476,1554,2511,1589,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-26.jpg,nature,1220,1279,1264,1316,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1468,2325,1504,2362,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1603,2237,1755,2341,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1608,2218,1645,2254,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1953,2209,2008,2267,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1608,2180,1643,2215,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1666,2134,1701,2169,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1454,2132,1492,2171,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1789,2113,1832,2151,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1570,2050,1605,2085,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1585,1915,1620,1950,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1009,1593,1045,1637,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,2413,1489,2448,1524,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1146,1293,1181,1328,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1188,1284,1223,1319,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-27.jpg,nature,1191,1234,1263,1279,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,2331,2291,2367,2327,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1567,2177,1602,2213,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1560,2129,1597,2172,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1556,2081,1591,2116,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1591,2042,1626,2077,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1767,2007,1803,2052,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1530,2006,1570,2047,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1367,1927,1402,1962,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1435,1873,1470,1908,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1190,1871,1226,1907,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1472,1852,1507,1887,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1185,1799,1221,1834,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1347,1793,1382,1830,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-30.jpg,nature,1179,1741,1214,1776,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,1366,2098,1401,2133,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,1640,2042,1675,2077,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,1690,1891,1728,1956,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,1804,1877,1839,1913,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,1819,1872,1888,1967,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,2160,1767,2195,1802,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,1240,1596,1325,1705,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,127,1228,162,1263,-1
Pipstrel-Virus_Bodensee_2018-02-13_15-41-31.jpg,nature,2132,1211,2167,1246,-1
